mmwr_week,week,week_start,week_end,season,pathogen,lab_tot_tested,lab_tot_positive,lab_pct_positive,lab_tot_tested_cumulative,lab_tot_positive_cumulative,lab_pct_positive_cumulative,current_week_ending,row_id
201315,15,04/07/2013,04/13/2013,2012-2013,Influenza,346,24,0.0693641618,12163,1578,0.13,04/12/2025,201315-Influenza
201316,16,04/14/2013,04/20/2013,2012-2013,Influenza,300,27,0.09,12463,1605,0.13,04/19/2025,201316-Influenza
201317,17,04/21/2013,04/27/2013,2012-2013,Influenza,266,11,0.0413533835,12729,1616,0.13,04/26/2025,201317-Influenza
201318,18,04/28/2013,05/04/2013,2012-2013,Influenza,245,9,0.0367346939,12974,1625,0.13,05/03/2025,201318-Influenza
201319,19,05/05/2013,05/11/2013,2012-2013,Influenza,236,12,0.0508474576,13210,1637,0.12,05/10/2025,201319-Influenza
201320,20,05/12/2013,05/18/2013,2012-2013,Influenza,274,4,0.0145985401,13484,1641,0.12,05/17/2025,201320-Influenza
201321,21,05/19/2013,05/25/2013,2012-2013,Influenza,170,7,0.0411764706,13654,1648,0.12,05/24/2025,201321-Influenza
201322,22,05/26/2013,06/01/2013,2012-2013,Influenza,253,1,0.0039525692,13907,1649,0.12,05/31/2025,201322-Influenza
201323,23,06/02/2013,06/08/2013,2012-2013,Influenza,169,3,0.0177514793,14076,1652,0.12,06/07/2025,201323-Influenza
201324,24,06/09/2013,06/15/2013,2012-2013,Influenza,188,0,0,14264,1652,0.12,06/14/2025,201324-Influenza
201325,25,06/16/2013,06/22/2013,2012-2013,Influenza,186,0,0,14450,1652,0.11,06/21/2025,201325-Influenza
201326,26,06/23/2013,06/29/2013,2012-2013,Influenza,139,0,0,14589,1652,0.11,06/28/2025,201326-Influenza
201327,27,06/30/2013,07/06/2013,2012-2013,Influenza,78,0,0,14667,1652,0.11,07/05/2025,201327-Influenza
201328,28,07/07/2013,07/13/2013,2012-2013,Influenza,132,0,0,14799,1652,0.11,07/12/2025,201328-Influenza
201329,29,07/14/2013,07/20/2013,2012-2013,Influenza,132,0,0,14931,1652,0.11,07/19/2025,201329-Influenza
201330,30,07/21/2013,07/27/2013,2012-2013,Influenza,132,0,0,15063,1652,0.11,07/26/2025,201330-Influenza
201331,31,07/28/2013,08/03/2013,2012-2013,Influenza,66,0,0,15129,1652,0.11,08/02/2025,201331-Influenza
201332,32,08/04/2013,08/10/2013,2012-2013,Influenza,118,1,0.0084745763,15247,1653,0.11,08/09/2025,201332-Influenza
201333,33,08/11/2013,08/17/2013,2012-2013,Influenza,111,0,0,15358,1653,0.11,08/16/2025,201333-Influenza
201334,34,08/18/2013,08/24/2013,2012-2013,Influenza,109,0,0,15467,1653,0.11,08/23/2025,201334-Influenza
201335,35,08/25/2013,08/31/2013,2012-2013,Influenza,121,0,0,15588,1653,0.11,08/30/2025,201335-Influenza
201336,36,09/01/2013,09/07/2013,2012-2013,Influenza,141,0,0,15729,1653,0.11,09/06/2025,201336-Influenza
201337,37,09/08/2013,09/14/2013,2012-2013,Influenza,153,0,0,15882,1653,0.10,09/13/2025,201337-Influenza
201338,38,09/15/2013,09/21/2013,2012-2013,Influenza,208,1,0.0048076923,16090,1654,0.10,09/20/2025,201338-Influenza
201339,39,09/22/2013,09/28/2013,2012-2013,Influenza,230,1,0.0043478261,16320,1655,0.10,09/27/2025,201339-Influenza
201340,40,09/29/2013,10/05/2013,2013-2014,Influenza,268,1,0.0037313433,268,1,0.00,10/05/2024,201340-Influenza
201341,41,10/06/2013,10/12/2013,2013-2014,Influenza,314,2,0.0063694268,582,3,0.01,10/12/2024,201341-Influenza
201342,42,10/13/2013,10/19/2013,2013-2014,Influenza,303,1,0.00330033,885,4,0.00,10/19/2024,201342-Influenza
201343,43,10/20/2013,10/26/2013,2013-2014,Influenza,251,1,0.0039840637,1136,5,0.00,10/26/2024,201343-Influenza
201344,44,10/27/2013,11/02/2013,2013-2014,Influenza,355,1,0.0028169014,1491,6,0.00,11/02/2024,201344-Influenza
201345,45,11/03/2013,11/09/2013,2013-2014,Influenza,356,3,0.0084269663,1847,9,0.00,11/09/2024,201345-Influenza
201346,46,11/10/2013,11/16/2013,2013-2014,Influenza,400,4,0.01,2247,13,0.01,11/16/2024,201346-Influenza
201347,47,11/17/2013,11/23/2013,2013-2014,Influenza,375,9,0.024,2622,22,0.01,11/23/2024,201347-Influenza
201348,48,11/24/2013,11/30/2013,2013-2014,Influenza,337,8,0.0237388724,2959,30,0.01,11/30/2024,201348-Influenza
201349,49,12/01/2013,12/07/2013,2013-2014,Influenza,468,21,0.0448717949,3427,51,0.01,12/07/2024,201349-Influenza
201350,50,12/08/2013,12/14/2013,2013-2014,Influenza,449,32,0.0712694878,3876,83,0.02,12/14/2024,201350-Influenza
201351,51,12/15/2013,12/21/2013,2013-2014,Influenza,424,61,0.1438679245,4300,144,0.03,12/21/2024,201351-Influenza
201352,52,12/22/2013,12/28/2013,2013-2014,Influenza,612,98,0.160130719,4912,242,0.05,12/28/2024,201352-Influenza
201401,1,12/29/2013,01/04/2014,2013-2014,Influenza,754,168,0.2228116711,5666,410,0.07,01/04/2025,201401-Influenza
201402,2,01/05/2014,01/11/2014,2013-2014,Influenza,940,159,0.1691489362,6606,569,0.09,01/11/2025,201402-Influenza
201403,3,01/12/2014,01/18/2014,2013-2014,Influenza,817,110,0.1346389229,7423,679,0.09,01/18/2025,201403-Influenza
201404,4,01/19/2014,01/25/2014,2013-2014,Influenza,620,76,0.1225806452,8043,755,0.09,01/25/2025,201404-Influenza
201405,5,01/26/2014,02/01/2014,2013-2014,Influenza,621,50,0.0805152979,8664,805,0.09,02/01/2025,201405-Influenza
201406,6,02/02/2014,02/08/2014,2013-2014,Influenza,540,36,0.0666666667,9204,841,0.09,02/08/2025,201406-Influenza
201407,7,02/09/2014,02/15/2014,2013-2014,Influenza,478,33,0.0690376569,9682,874,0.09,02/15/2025,201407-Influenza
201408,8,02/16/2014,02/22/2014,2013-2014,Influenza,322,12,0.0372670807,10004,886,0.09,02/22/2025,201408-Influenza
201409,9,02/23/2014,03/01/2014,2013-2014,Influenza,487,24,0.0492813142,10491,910,0.09,03/01/2025,201409-Influenza
201410,10,03/02/2014,03/08/2014,2013-2014,Influenza,390,27,0.0692307692,10881,937,0.09,03/08/2025,201410-Influenza
201411,11,03/09/2014,03/15/2014,2013-2014,Influenza,382,11,0.0287958115,11263,948,0.08,03/15/2025,201411-Influenza
201412,12,03/16/2014,03/22/2014,2013-2014,Influenza,396,12,0.0303030303,11659,960,0.08,03/22/2025,201412-Influenza
201413,13,03/23/2014,03/29/2014,2013-2014,Influenza,401,19,0.0473815461,12060,979,0.08,03/29/2025,201413-Influenza
